id,date,home_team,away_team,home_goals,away_goals,status,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,Blocked Shots_home,Blocked Shots_away,Completed Passes_home,Completed Passes_away,result
zwNNWbqS,04.02.2019 16:20,Al Hilal,Al Fateh,4,1,,,,68%,32%,13,6,8,2,5,4,18,12,11,6,1,3,13,18,1,4,11,15,,,,,103,76,82,51,3,3,0,0,,,,,H
MZIJXvUL,03.02.2019 18:15,Ohod,Al Ettifaq,2,1,,,,44%,56%,11,12,6,4,5,8,16,18,6,4,1,2,9,14,3,4,17,14,,,,,83,121,67,88,2,2,1,1,,,,,H
SCJFYKEF,03.02.2019 13:40,Al-Faisaly,Al Hazem,1,2,,,,57%,43%,13,6,2,3,11,3,25,12,5,6,1,3,17,22,1,1,11,22,,,,,130,97,87,70,2,5,0,0,,,,,A
tKajSIiq,02.02.2019 18:15,Al Taawon,Al Nassr,3,1,,,,34%,66%,7,5,5,2,2,3,20,27,2,4,4,4,20,30,1,2,23,16,,,,,114,148,66,89,1,0,0,0,,,,,H
SzbbQdMe,02.02.2019 16:15,Al Batin,Al Ahli SC,1,2,,,,47%,53%,8,11,4,7,4,4,12,15,3,8,1,2,8,17,5,3,14,10,,,,,59,89,38,55,1,0,0,0,,,,,A
WpQ6zsp3,02.02.2019 13:20,Al Qadisiya,Al Feiha,2,0,,,,57%,43%,9,5,6,0,3,5,14,16,4,2,4,2,21,20,0,4,12,12,,,,,97,94,67,45,0,3,0,1,,,,,H
SGZGDJxj,29.01.2019 18:20,Al Ittihad,Al Shabab,0,0,,,,55%,45%,7,5,2,3,5,2,14,15,5,2,1,1,9,19,3,2,14,13,,,,,117,122,66,58,2,0,0,0,,,,,D
E9gtKLaM,29.01.2019 16:25,Al Raed,Al Ettifaq,1,2,,,,49%,51%,9,8,4,5,5,3,21,10,4,5,0,1,17,15,3,3,10,20,,,,,83,87,91,54,1,4,0,0,,,,,A
rqbpJuFS,28.01.2019 18:20,Al Taawon,Al Ahli SC,3,4,,,,48%,52%,10,15,7,8,3,7,15,15,3,3,3,2,11,13,4,4,12,13,,,,,102,91,73,54,0,1,0,0,,,,,A
zJfxL1pG,28.01.2019 16:50,Al Wehda,Al Hazem,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
hfR2yNUd,28.01.2019 16:20,Al Nassr,Ohod,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
viwLCwhd,28.01.2019 13:30,Al Batin,Al-Faisaly,2,0,,,,38%,62%,9,9,5,5,4,4,12,8,3,6,0,0,17,19,5,3,8,12,,,,,,,,,2,1,0,1,,,,,H
phpCEaNq,27.01.2019 16:20,Al Feiha,Al Hilal,1,5,,,,27%,73%,4,16,1,9,3,7,14,11,3,7,3,0,10,6,4,0,8,14,,,,,65,99,47,76,0,1,0,0,,,,,A
hf5XLsV9,27.01.2019 13:20,Al Fateh,Al Qadisiya,2,0,,,,46%,54%,12,6,4,3,8,3,13,14,6,3,1,0,11,7,3,2,13,13,,,,,102,103,71,80,1,1,0,1,,,,,H
pU1PN30c,11.01.2019 16:35,Al Ahli SC,Ohod,5,1,,,,54%,46%,11,13,7,7,4,6,14,15,3,6,2,0,15,12,6,2,13,14,,,,,91,77,65,72,2,2,0,0,,,,,H
tpqs1tgp,11.01.2019 13:30,Al Batin,Al Ettifaq,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
6w3LOqoi,11.01.2019 13:25,Al Hilal,Al Raed,1,1,,,,63%,37%,18,1,8,1,10,0,11,13,13,3,2,2,27,13,0,7,11,9,,,,,120,76,110,45,1,3,0,0,,,,,D
Kzro008j,11.01.2019 13:25,Al Shabab,Al Feiha,4,1,,,,47%,53%,11,6,8,2,3,4,10,15,5,6,5,2,26,26,1,4,10,8,,,,,85,79,71,86,1,3,0,0,,,,,H
vi1TMNF3,10.01.2019 17:50,Al Qadisiya,Al Ittihad,0,1,,,,51%,49%,10,9,4,2,6,7,8,16,2,2,2,0,42,16,1,4,14,8,,,,,136,120,93,74,3,1,0,0,,,,,A
llLDI8OH,10.01.2019 16:35,Al Wehda,Al Fateh,1,0,,,,55%,45%,14,3,6,1,8,2,8,15,6,4,3,0,23,8,1,5,12,8,,,,,101,64,83,44,2,1,0,1,,,,,H
zoH9Jl9B,10.01.2019 16:10,Al Taawon,Al Hazem,1,1,,,,52%,48%,10,3,3,2,7,1,12,13,9,3,0,2,16,24,1,2,13,10,,,,,98,94,90,60,1,1,0,0,,,,,D
hMR4KUg5,10.01.2019 16:05,Al-Faisaly,Al Nassr,2,2,,,,47%,53%,14,11,7,5,7,6,18,15,5,6,3,2,12,21,3,5,12,16,,,,,127,109,84,79,1,4,0,0,,,,,D
zoev499O,30.12.2018 16:00,Al Taawon,Al Hilal,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
65PhNW9n,30.12.2018 13:45,Ohod,Al Raed,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
pdOdMjPh,29.12.2018 15:35,Al Ettifaq,Al Ittihad,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
EVS0LAva,28.12.2018 16:30,Al Wehda,Al Ahli SC,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
OtzlOCft,28.12.2018 13:20,Al Hazem,Al Shabab,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
llqMShnP,28.12.2018 13:00,Al Fateh,Al Nassr,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
dfdz5kfI,27.12.2018 15:55,Al-Faisaly,Al Feiha,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
vJ1V5VvC,27.12.2018 15:45,Al Batin,Al Qadisiya,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
Mwg7h0mb,25.12.2018 16:00,Al Raed,Al Taawon,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
04OrFZHP,22.12.2018 13:15,Al Feiha,Ohod,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
0S2R6BP5,21.12.2018 16:25,Al Ittihad,Al Nassr,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
Iuab7NbJ,21.12.2018 15:30,Al Fateh,Al Ettifaq,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
MDPvGF2J,21.12.2018 15:30,Al Qadisiya,Al Taawon,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
653N7iAa,21.12.2018 13:10,Al Hilal,Al Ahli SC,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
WnBAAgQt,21.12.2018 13:10,Al Shabab,Al Batin,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
AwAE9Dum,20.12.2018 15:50,Al-Faisaly,Al Wehda,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
h2aJ8Xfg,20.12.2018 13:20,Al Raed,Al Hazem,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
WOdnAPE0,17.12.2018 16:20,Ohod,Al Qadisiya,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
4xef83qD,15.12.2018 16:25,Al Ahli SC,Al Shabab,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
Em2sB5af,15.12.2018 13:05,Al Hilal,Al Hazem,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
AFej9qU6,14.12.2018 15:45,Al Batin,Al Ittihad,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
tz4ZCRUs,14.12.2018 13:15,Al Taawon,Al Feiha,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
zc3wCopl,14.12.2018 13:05,Al Nassr,Al Raed,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
x883Im7K,13.12.2018 15:30,Al Ettifaq,Al Wehda,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
KWc8H7MQ,13.12.2018 15:30,Al Fateh,Al-Faisaly,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
CpJP6j88,12.12.2018 16:20,Ohod,Al Hilal,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
2VPda80r,08.12.2018 15:50,Al Raed,Al Ahli SC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
zqO4cnVf,08.12.2018 15:30,Al Fateh,Al Hazem,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
bH9aJTiE,08.12.2018 13:05,Al Hilal,Al Nassr,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
A1GHfpFD,07.12.2018 16:20,Al Wehda,Al Taawon,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
tMO0bSFl,06.12.2018 17:40,Al Ittihad,Al-Faisaly,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
WAHDeQa7,06.12.2018 15:45,Al Shabab,Ohod,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
lnS8d6p1,06.12.2018 15:25,Al Qadisiya,Al Ettifaq,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
b1Ly4lhR,06.12.2018 13:00,Al Batin,Al Feiha,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
2FyZqT0e,02.12.2018 16:15,Al Ittihad,Al Hazem,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
KAMX4UxL,02.12.2018 15:45,Al Nassr,Al Wehda,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
OOxVp9ok,01.12.2018 15:40,Al Batin,Al Raed,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
Auusr7V7,01.12.2018 15:25,Al Fateh,Al Taawon,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
QmNT5ANE,30.11.2018 16:30,Al Ahli SC,Al Feiha,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
WltwqmG1,30.11.2018 15:25,Al Qadisiya,Al-Faisaly,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
t0mQokWr,29.11.2018 15:45,Al Shabab,Al Ettifaq,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
WjLd3H1G,25.11.2018 17:40,Al Ittihad,Al Ahli SC,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
t2Sq6JHc,24.11.2018 15:50,Al-Faisaly,Al Hilal,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
bwNl5wX3,24.11.2018 15:30,Al Ettifaq,Al Taawon,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
xULh4cnA,23.11.2018 17:40,Al Nassr,Al Shabab,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
2BTu7a2i,23.11.2018 15:30,Al Qadisiya,Al Raed,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
l8ubrGPj,22.11.2018 16:20,Al Wehda,Al Batin,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
z5yfqdAp,22.11.2018 15:50,Al Feiha,Al Hazem,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
UNbRmx2T,22.11.2018 12:45,Al Fateh,Ohod,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
ddoKkbXG,11.11.2018 18:15,Al Ettifaq,Al Nassr,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
jXaNlInN,11.11.2018 16:20,Al Wehda,Al Hilal,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
zscBiK24,10.11.2018 15:50,Al Feiha,Al Ittihad,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
I5nGjvIA,09.11.2018 16:20,Al Ahli SC,Al Qadisiya,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
SGg3gtYi,08.11.2018 16:15,Ohod,Al Hazem,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
lQfafMIo,08.11.2018 15:50,Al-Faisaly,Al Shabab,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
C8BGVxto,08.11.2018 15:45,Al Batin,Al Fateh,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
zmEGEp5g,06.11.2018 15:55,Al Hilal,Al Ettifaq,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
rmYXw1Y4,03.11.2018 15:55,Al Nassr,Al Ahli SC,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
AaPlzJXT,02.11.2018 16:20,Ohod,Al Taawon,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
zNUPuN3h,02.11.2018 15:35,Al Qadisiya,Al Hilal,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
GxQpyaIN,01.11.2018 17:50,Al Ittihad,Al Raed,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
42Mtxu3H,01.11.2018 16:25,Al Wehda,Al Shabab,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
EDTTvsJb,01.11.2018 16:00,Al Batin,Al Hazem,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
MwXywLmB,01.11.2018 16:00,Al-Faisaly,Al Ettifaq,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
hbuLt3ln,01.11.2018 15:35,Al Fateh,Al Feiha,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
rXqAOLYH,26.10.2018 18:45,Al Feiha,Al Nassr,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
Or17NulO,26.10.2018 17:25,Ohod,Al Wehda,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
4to6P1JB,26.10.2018 17:10,Al Batin,Al Taawon,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
dGsbRNla,26.10.2018 17:05,Al Shabab,Al Qadisiya,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
veyHsqZu,25.10.2018 19:30,Al Hilal,Al Ittihad,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
2ZaBMa3U,25.10.2018 17:30,Al Ahli SC,Al Fateh,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
EihgS3Zh,25.10.2018 16:40,Al Ettifaq,Al Hazem,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
AJo2Qs45,24.10.2018 17:05,Al-Faisaly,Al Raed,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
EwDKD4Ka,20.10.2018 18:45,Al Shabab,Al Hilal,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
z1gkTqKn,20.10.2018 16:50,Al Ettifaq,Al Ahli SC,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
6RloUP4t,19.10.2018 19:00,Al Ittihad,Ohod,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
4I2JY5dP,19.10.2018 17:15,Al Raed,Al Fateh,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
4S5XA24I,19.10.2018 17:10,Al Batin,Al Nassr,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
2DOzAMJO,19.10.2018 17:10,Al-Faisaly,Al Taawon,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
A56TBrkC,18.10.2018 17:35,Al Wehda,Al Feiha,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
WE7PCOZ5,18.10.2018 17:15,Al Hazem,Al Qadisiya,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
KCLqCiqe,06.10.2018 17:05,Al Qadisiya,Al Wehda,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
2yBlBBb1,05.10.2018 19:40,Al Nassr,Al Hazem,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
tQECFQkm,05.10.2018 17:50,Al Ahli SC,Al-Faisaly,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
tS9hAVD7,05.10.2018 17:45,Ohod,Al Batin,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
SMA8G6zs,05.10.2018 17:25,Al Taawon,Al Shabab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
nPdvYY5E,04.10.2018 17:20,Al Feiha,Al Raed,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
8YczZEj8,04.10.2018 17:05,Al Fateh,Al Ittihad,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
69eAchU1,29.09.2018 19:25,Al Ahli SC,Al Batin,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
h2y5JZjL,28.09.2018 17:35,Al Raed,Al Shabab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
8EZhMy72,28.09.2018 17:30,Al Feiha,Al Qadisiya,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
KlwcLeM8,27.09.2018 17:35,Al Hazem,Al-Faisaly,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
AwW9Ig6R,27.09.2018 17:10,Al Ettifaq,Ohod,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
CnIyEDEr,26.09.2018 19:35,Al Ittihad,Al Wehda,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
69HuDXTl,24.09.2018 19:10,Al Nassr,Al Taawon,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
EBx1KFyF,24.09.2018 17:10,Al Fateh,Al Hilal,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
SId6bYEe,22.09.2018 18:00,Al Wehda,Al Raed,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
bqh2aEak,21.09.2018 19:35,Al Ahli SC,Al Hazem,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
Khgb0fpq,21.09.2018 17:35,Al-Faisaly,Ohod,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
08CR5GML,21.09.2018 17:15,Al Ettifaq,Al Feiha,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
EBGV4zxS,20.09.2018 19:45,Al Hilal,Al Batin,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
6oDN6d7F,20.09.2018 17:45,Al Taawon,Al Ittihad,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
SfEJ7xh9,20.09.2018 17:30,Al Shabab,Al Fateh,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
0YsN8Ix3,19.09.2018 19:20,Al Qadisiya,Al Nassr,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
MsqJ9bNd,15.09.2018 19:45,Al Ittihad,Al Qadisiya,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
fyiXoeVk,15.09.2018 17:50,Al Raed,Al Hilal,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
8veyoFpd,14.09.2018 19:30,Ohod,Al Ahli SC,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
CC1SnyGq,14.09.2018 17:45,Al Feiha,Al Shabab,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
A3F0iH7S,14.09.2018 17:40,Al Nassr,Al-Faisaly,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
tUAdhchM,13.09.2018 17:50,Al Hazem,Al Taawon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
KEMmfJN9,13.09.2018 17:30,Al Fateh,Al Wehda,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
2wChgwwG,13.09.2018 17:25,Al Batin,Al Ettifaq,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
0A3PgkCT,01.09.2018 18:20,Al Ahli SC,Al Taawon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
EHJudugc,31.08.2018 18:00,Al-Faisaly,Al Batin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
dtkelTZj,31.08.2018 17:55,Al Hilal,Al Feiha,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
zRKycLwi,31.08.2018 17:55,Al Shabab,Al Ittihad,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H
Ikjik9Kp,31.08.2018 17:40,Al Qadisiya,Al Fateh,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
8vJqea83,30.08.2018 18:15,Ohod,Al Nassr,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A
n7aLfVdN,30.08.2018 18:05,Al Wehda,Al Hazem,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
4rAGeBsH,30.08.2018 17:40,Al Ettifaq,Al Raed,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
